Analyzer:;PQM-711 (BS0109);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recording start: ;2019-10-17 10:50:00.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recording stop: ;25.10.2019 13:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time:;(UTC+2);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Flag:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E - event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P - PLL no synchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G - GPS no synchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T - time resynchronization;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A - A/D overflow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;'E';'P';'G';'T';'A';Date      ;Time (UTC+2);THD U L1 avg [%];THD U L2 avg [%];THD U L3 avg [%];U H 1 L1 avg [V];U H 2 L1 avg [V];U H 3 L1 avg [V];U H 4 L1 avg [V];U H 5 L1 avg [V];U H 6 L1 avg [V];U H 7 L1 avg [V];U H 8 L1 avg [V];U H 9 L1 avg [V];U H 10 L1 avg [V];U H 11 L1 avg [V];U H 12 L1 avg [V];U H 13 L1 avg [V];U H 14 L1 avg [V];U H 15 L1 avg [V];U H 16 L1 avg [V];U H 17 L1 avg [V];U H 18 L1 avg [V];U H 19 L1 avg [V];U H 20 L1 avg [V];U H 21 L1 avg [V];U H 22 L1 avg [V];U H 23 L1 avg [V];U H 24 L1 avg [V];U H 25 L1 avg [V];U H 26 L1 avg [V];U H 27 L1 avg [V];U H 28 L1 avg [V];U H 29 L1 avg [V];U H 30 L1 avg [V];U H 31 L1 avg [V];U H 32 L1 avg [V];U H 33 L1 avg [V];U H 34 L1 avg [V];U H 35 L1 avg [V];U H 36 L1 avg [V];U H 37 L1 avg [V];U H 38 L1 avg [V];U H 39 L1 avg [V];U H 40 L1 avg [V];U H 41 L1 avg [V];U H 42 L1 avg [V];U H 43 L1 avg [V];U H 44 L1 avg [V];U H 45 L1 avg [V];U H 46 L1 avg [V];U H 47 L1 avg [V];U H 48 L1 avg [V];U H 49 L1 avg [V];U H 50 L1 avg [V];U H 1 L2 avg [V];U H 2 L2 avg [V];U H 3 L2 avg [V];U H 4 L2 avg [V];U H 5 L2 avg [V];U H 6 L2 avg [V];U H 7 L2 avg [V];U H 8 L2 avg [V];U H 9 L2 avg [V];U H 10 L2 avg [V];U H 11 L2 avg [V];U H 12 L2 avg [V];U H 13 L2 avg [V];U H 14 L2 avg [V];U H 15 L2 avg [V];U H 16 L2 avg [V];U H 17 L2 avg [V];U H 18 L2 avg [V];U H 19 L2 avg [V];U H 20 L2 avg [V];U H 21 L2 avg [V];U H 22 L2 avg [V];U H 23 L2 avg [V];U H 24 L2 avg [V];U H 25 L2 avg [V];U H 26 L2 avg [V];U H 27 L2 avg [V];U H 28 L2 avg [V];U H 29 L2 avg [V];U H 30 L2 avg [V];U H 31 L2 avg [V];U H 32 L2 avg [V];U H 33 L2 avg [V];U H 34 L2 avg [V];U H 35 L2 avg [V];U H 36 L2 avg [V];U H 37 L2 avg [V];U H 38 L2 avg [V];U H 39 L2 avg [V];U H 40 L2 avg [V];U H 41 L2 avg [V];U H 42 L2 avg [V];U H 43 L2 avg [V];U H 44 L2 avg [V];U H 45 L2 avg [V];U H 46 L2 avg [V];U H 47 L2 avg [V];U H 48 L2 avg [V];U H 49 L2 avg [V];U H 50 L2 avg [V];U H 1 L3 avg [V];U H 2 L3 avg [V];U H 3 L3 avg [V];U H 4 L3 avg [V];U H 5 L3 avg [V];U H 6 L3 avg [V];U H 7 L3 avg [V];U H 8 L3 avg [V];U H 9 L3 avg [V];U H 10 L3 avg [V];U H 11 L3 avg [V];U H 12 L3 avg [V];U H 13 L3 avg [V];U H 14 L3 avg [V];U H 15 L3 avg [V];U H 16 L3 avg [V];U H 17 L3 avg [V];U H 18 L3 avg [V];U H 19 L3 avg [V];U H 20 L3 avg [V];U H 21 L3 avg [V];U H 22 L3 avg [V];U H 23 L3 avg [V];U H 24 L3 avg [V];U H 25 L3 avg [V];U H 26 L3 avg [V];U H 27 L3 avg [V];U H 28 L3 avg [V];U H 29 L3 avg [V];U H 30 L3 avg [V];U H 31 L3 avg [V];U H 32 L3 avg [V];U H 33 L3 avg [V];U H 34 L3 avg [V];U H 35 L3 avg [V];U H 36 L3 avg [V];U H 37 L3 avg [V];U H 38 L3 avg [V];U H 39 L3 avg [V];U H 40 L3 avg [V];U H 41 L3 avg [V];U H 42 L3 avg [V];U H 43 L3 avg [V];U H 44 L3 avg [V];U H 45 L3 avg [V];U H 46 L3 avg [V];U H 47 L3 avg [V];U H 48 L3 avg [V];U H 49 L3 avg [V];U H 50 L3 avg [V]
;;   ;   ;   ;   ;   ;17.10.2019;16:50:00.175;1,43;1,45;1,36;236,52;0,0251;0,3516;0,0377;2,5868;0,0879;2,072;0,0251;0,2009;0,0377;0,1632;0,0251;0,1381;0,0251;0,1005;0,0377;0,3391;0,0377;0,1632;0,0251;0,113;0,0251;0,0879;0,0126;0,0628;0,0251;0,0126;0,0251;0,0251;0,0126;0,0377;0,0126;0,0251;0,0126;0,0251;0,0126;0,0251;0,0126;0,0251;0,0126;0,0126;0;0,0126;0;0,0126;0;0,0126;0;0,0126;0;237,39;0,0502;0,3642;0,0502;2,5868;0,0251;2,1724;0,0628;0,3139;0,0377;0,113;0,0377;0,1381;0,0251;0,1507;0,0377;0,1884;0,0377;0,2135;0,0251;0,1005;0,0251;0,113;0,0251;0,0502;0,0251;0,0879;0,0251;0,0377;0,0126;0,0251;0,0126;0,0251;0,0126;0,0377;0,0126;0,0251;0,0126;0,0126;0,0126;0,0251;0,0126;0,0126;0,0126;0,0126;0;0,0126;0;0,0126;0;237,41;0,0377;0,226;0,0628;2,3734;0,0251;2,1097;0,0502;0,2888;0,0377;0,1758;0,0251;0,113;0,0251;0,0879;0,0377;0,2637;0,0251;0,1507;0,0251;0,226;0,0251;0,0879;0,0126;0,0628;0,0126;0,0251;0,0126;0,0377;0,0126;0,0753;0,0126;0,0126;0,0126;0,0502;0,0126;0,0377;0,0126;0,0126;0,0126;0,0251;0,0126;0,0251;0,0126;0;0;0,0126;0;0,0126;0
;;   ;   ;   ;   ;   ;17.10.2019;17:00:00.146;1,43;1,42;1,35;236,33;0,0251;0,4266;0,0376;2,5847;0,0878;2,0953;0,0251;0,2384;0,0376;0,1631;0,0251;0,1004;0,0125;0,1129;0,0376;0,276;0,0251;0,1631;0,0251;0,1129;0,0251;0,0627;0,0125;0,0376;0,0251;0,0251;0,0251;0,0251;0,0125;0,0376;0,0125;0,0251;0,0125;0,0376;0;0,0251;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0;0;0,0125;0;237,23;0,0502;0,3764;0,0627;2,4718;0,0376;2,1706;0,0753;0,3137;0,0251;0,1506;0,0376;0,0878;0,0251;0,138;0,0376;0,1631;0,0376;0,2384;0,0376;0,1129;0,0125;0,0753;0,0251;0,0502;0,0251;0,0753;0,0251;0,0251;0,0125;0,0125;0,0125;0,0376;0,0125;0,0376;0,0125;0,0125;0,0125;0,0251;0,0125;0,0251;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0;237,15;0,0376;0,2133;0,0627;2,2836;0,0251;2,1706;0,0502;0,3011;0,0376;0,2008;0,0251;0,0753;0,0251;0,0753;0,0376;0,2509;0,0251;0,1004;0,0251;0,2384;0,0251;0,0753;0,0125;0,0753;0,0251;0,0376;0,0125;0,0502;0,0125;0,0627;0,0125;0,0251;0,0125;0,0627;0,0125;0,0376;0,0125;0,0125;0,0125;0,0251;0,0125;0,0251;0,0125;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;17:10:00.140;1,45;1,43;1,32;236,54;0,0251;0,5267;0,0376;2,7086;0,0878;1,9813;0,0376;0,2383;0,0376;0,1379;0,0251;0,1129;0,0125;0,1379;0,0376;0,2633;0,0251;0,2508;0,0251;0,1254;0,0125;0,0627;0,0125;0,0502;0,0125;0,0376;0,0125;0,0251;0,0125;0,0376;0,0125;0,0251;0;0,0376;0;0,0125;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0;0;0,0125;0;237,13;0,0376;0,3637;0,0627;2,6334;0,0251;2,0189;0,0752;0,3386;0,0376;0,1254;0,0376;0,1003;0,0251;0,1254;0,0376;0,1881;0,0376;0,2383;0,0376;0,1003;0,0251;0,0878;0,0251;0,0502;0,0251;0,0878;0,0251;0,0251;0,0125;0,0125;0,0125;0,0251;0,0125;0,0502;0,0125;0,0125;0,0125;0,0125;0,0125;0,0251;0,0125;0,0125;0;0,0125;0;0,0125;0;0,0125;0;237,13;0,0376;0,2383;0,0627;2,4077;0,0376;1,9186;0,0502;0,2759;0,0376;0,163;0,0251;0,0878;0,0251;0,1129;0,0376;0,2383;0,0251;0,1129;0,0251;0,1881;0,0251;0,1003;0,0125;0,0878;0,0125;0,0502;0,0125;0,0376;0,0125;0,0502;0,0125;0,0125;0,0125;0,0627;0,0125;0,0376;0,0125;0,0125;0,0125;0,0251;0;0,0251;0;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;17:20:00.173;1,61;1,58;1,48;236,56;0,0251;0,4891;0,0376;3,1981;0,0752;1,9314;0,0376;0,2257;0,0376;0,2383;0,0251;0,1881;0,0125;0,1129;0,0376;0,3386;0,0251;0,2885;0,0251;0,138;0,0125;0,0627;0,0125;0,0502;0,0125;0,0502;0,0125;0,0376;0,0125;0,0376;0,0125;0,0251;0,0125;0,0502;0;0,0125;0,0125;0,0125;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;237,26;0,0502;0,3386;0,0502;3,1354;0,0376;1,9439;0,0627;0,301;0,0376;0,1505;0,0376;0,1756;0,0251;0,0878;0,0376;0,2759;0,0376;0,301;0,0376;0,2007;0,0251;0,1003;0,0125;0,0627;0,0251;0,1254;0,0251;0,0502;0,0125;0,0376;0,0125;0,0251;0,0125;0,0627;0,0125;0,0251;0,0125;0,0251;0,0125;0,0376;0,0125;0,0125;0;0,0251;0;0,0125;0;0,0251;0;237,08;0,0376;0,2257;0,0627;2,9096;0,0376;1,8687;0,0502;0,2132;0,0376;0,2007;0,0251;0,1756;0,0251;0,1505;0,0376;0,3261;0,0251;0,0752;0,0251;0,2508;0,0251;0,1505;0,0251;0,1129;0,0251;0,0627;0,0125;0,0502;0,0125;0,0376;0,0125;0,0251;0,0125;0,0627;0,0125;0,0251;0,0125;0,0125;0,0125;0,0251;0,0125;0,0251;0,0125;0,0125;0;0,0125;0;0,0251;0,0125
;;   ;   ;   ;   ;   ;17.10.2019;17:30:00.012;1,52;1,48;1,36;236,22;0,025;0,5135;0,0376;2,893;0,0877;1,9537;0,025;0,263;0,025;0,3256;0,0125;0,3131;0,025;0,0751;0,0376;0,3006;0,025;0,2379;0,025;0,1503;0,0125;0,0751;0,0125;0,0626;0,0125;0,0376;0,0125;0,0501;0,0125;0,0376;0,0125;0,025;0;0,0501;0;0,0125;0,0125;0,025;0,0125;0,025;0;0,025;0;0,0125;0;0,0125;0;0,0125;0;236,88;0,0376;0,3507;0,0376;2,7928;0,0376;1,9537;0,0626;0,3507;0,0376;0,3006;0,0376;0,2755;0,025;0,1127;0,0376;0,263;0,0376;0,3131;0,0376;0,2129;0,025;0,1252;0,0125;0,0751;0,025;0,1252;0,0125;0,0376;0,0125;0,0376;0,0125;0,025;0,0125;0,0626;0,0125;0,025;0,0125;0,025;0,0125;0,0376;0,0125;0,0125;0;0,0125;0;0,0125;0;0,025;0;236,85;0,0376;0,2254;0,0751;2,5298;0,025;1,841;0,0501;0,2129;0,0376;0,3381;0,025;0,2505;0,025;0,1503;0,0376;0,3131;0,025;0,1127;0,025;0,2254;0,025;0,1628;0,0125;0,1503;0,025;0,0501;0,0125;0,0501;0,0125;0,0376;0,0125;0,025;0,0125;0,0626;0,0125;0,0376;0,0125;0,025;0,0125;0,025;0,0125;0,025;0,0125;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;17:40:00.020;1,6;1,53;1,42;236,5;0,0251;0,4896;0,0377;3,1257;0,0753;1,9959;0,0251;0,2511;0,0251;0,2762;0,0251;0,3013;0,0251;0,113;0,0377;0,2636;0,0251;0,2134;0,0126;0,1004;0,0251;0,0879;0,0126;0,0377;0,0126;0,0377;0,0126;0,0502;0,0126;0,0377;0,0126;0,0251;0;0,0502;0;0,0126;0,0126;0,0251;0,0126;0,0251;0;0,0251;0;0,0126;0;0,0126;0;0,0126;0;237,34;0,0502;0,364;0,0502;2,9248;0,0251;2,0085;0,0628;0,3138;0,0251;0,2385;0,0377;0,2511;0,0251;0,1255;0,0377;0,2008;0,0251;0,2385;0,0251;0,2008;0,0251;0,0879;0,0251;0,0628;0,0251;0,113;0,0126;0,0377;0,0126;0,0377;0,0126;0,0251;0,0126;0,0502;0,0126;0,0126;0,0126;0,0126;0,0126;0,0251;0,0126;0,0126;0,0126;0,0126;0;0,0126;0;0,0251;0;237,38;0,0251;0,2008;0,0753;2,7114;0,0251;1,8578;0,0502;0,226;0,0377;0,2636;0,0251;0,2008;0,0251;0,1255;0,0251;0,364;0,0251;0,1757;0,0377;0,3013;0,0251;0,1381;0,0126;0,1255;0,0251;0,0377;0,0126;0,0502;0,0126;0,0502;0,0126;0,0377;0,0126;0,0628;0,0126;0,0251;0,0126;0,0251;0,0126;0,0251;0,0126;0,0251;0,0126;0,0126;0;0,0126;0;0,0251;0
;;   ;   ;   ;   ;   ;17.10.2019;17:50:00.052;1,57;1,54;1,42;236,51;0,0251;0,4641;0,0376;3,0605;0,0878;1,9818;0,0125;0,2258;0,0251;0,2383;0,0251;0,2258;0,0251;0,1129;0,0376;0,1631;0,0251;0,1881;0,0251;0,1129;0,0251;0,0627;0,0125;0,0376;0,0125;0,0376;0,0125;0,0376;0,0125;0,0376;0,0125;0,0251;0;0,0502;0;0,0125;0;0,0251;0,0125;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;237,13;0,0502;0,4014;0,0502;2,9853;0,0376;1,9818;0,0627;0,3136;0,0251;0,2258;0,0376;0,2132;0,0251;0,1756;0,0376;0,1505;0,0376;0,2634;0,0251;0,138;0,0251;0,1003;0,0251;0,0502;0,0251;0,0753;0,0251;0,0376;0,0125;0,0251;0,0125;0,0251;0,0125;0,0376;0,0125;0,0125;0,0125;0,0125;0,0125;0,0251;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,0251;0;237,33;0,0376;0,2258;0,0753;2,7595;0,0251;1,8062;0,0502;0,2132;0,0376;0,2509;0,0251;0,1505;0,0251;0,1129;0,0376;0,3261;0,0251;0,1129;0,0251;0,3512;0,0251;0,1631;0,0251;0,138;0,0251;0,0502;0,0125;0,0376;0,0125;0,0376;0,0125;0,0376;0,0125;0,0627;0,0125;0,0251;0,0125;0,0251;0,0125;0,0251;0,0125;0,0251;0,0125;0,0251;0;0,0125;0;0,0251;0
;;   ;   ;   ;   ;   ;17.10.2019;18:00:00.118;1,55;1,56;1,44;236,59;0,0251;0,4642;0,0502;3,0612;0,1004;1,8568;0,0251;0,2133;0,0376;0,2384;0,0125;0,2258;0,0125;0,1004;0,0376;0,1882;0,0251;0,3387;0,0251;0,0627;0,0125;0,0502;0,0125;0,0376;0,0125;0,0376;0,0125;0,0251;0;0,0376;0,0125;0,0251;0;0,0376;0;0,0125;0;0,0251;0;0,0251;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;237,19;0,0502;0,3764;0,0502;3,0612;0,0502;1,9321;0,0502;0,3136;0,0376;0,2886;0,0376;0,2258;0,0251;0,1506;0,0376;0,1255;0,0251;0,3387;0,0251;0,1255;0,0251;0,1129;0,0251;0,0376;0,0251;0,0878;0,0125;0,0376;0,0125;0,0251;0,0125;0,0251;0,0125;0,0502;0,0125;0,0125;0,0125;0,0251;0,0125;0,0251;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0;237,28;0,0376;0,2509;0,0878;2,7727;0,0125;1,8568;0,0502;0,2133;0,0376;0,276;0,0251;0,1506;0,0251;0,1004;0,0376;0,276;0,0251;0,1255;0,0376;0,2509;0,0251;0,1756;0,0125;0,0753;0,0251;0,0753;0,0251;0,0753;0,0125;0,0627;0,0125;0,0251;0,0125;0,0753;0,0125;0,0376;0,0125;0,0251;0,0125;0,0251;0;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;18:10:00.158;1,48;1,48;1,35;236,2;0,025;0,463;0,0501;2,916;0,0876;1,7145;0,025;0,2378;0,0375;0,2128;0,0125;0,1001;0,0125;0,1251;0,0375;0,2378;0,025;0,5256;0,025;0,1126;0,0125;0,0626;0,0125;0,0626;0,0125;0,0626;0,0125;0,0501;0;0,025;0;0,025;0;0,0375;0;0,0125;0;0,025;0;0,025;0;0,025;0;0,0125;0;0,0125;0;0,0125;0;236,73;0,0375;0,3004;0,0501;2,916;0,0375;1,7771;0,0501;0,3004;0,0375;0,3254;0,0375;0,2002;0,025;0,1377;0,0375;0,1877;0,025;0,388;0,0375;0,1001;0,025;0,1627;0,025;0,0626;0,025;0,0876;0,025;0,0375;0,0125;0,0375;0,0125;0,025;0,0125;0,0501;0,0125;0,025;0,0125;0,0125;0,0125;0,025;0,0125;0,0125;0,0125;0,0125;0;0,0125;0;0,025;0;236,71;0,025;0,2378;0,0876;2,5781;0,025;1,727;0,0501;0,2253;0,0501;0,2503;0,025;0,1126;0,025;0,1001;0,0375;0,3254;0,025;0,1877;0,0375;0,2503;0,025;0,2878;0,0125;0,1126;0,025;0,1001;0,0125;0,1001;0,0125;0,0626;0,0125;0,0125;0,0125;0,0876;0,0125;0,0501;0,0125;0,025;0,0125;0,0375;0;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;18:20:00.186;1,41;1,41;1,26;235,34;0,025;0,4867;0,0374;2,7331;0,0874;1,6598;0,025;0,2621;0,0374;0,2621;0,025;0,1248;0,0125;0,1248;0,0374;0,2371;0,025;0,5491;0,025;0,0998;0,0125;0,0874;0,0125;0,0624;0,0125;0,0624;0,0125;0,0499;0;0,025;0;0,025;0;0,0374;0;0,0125;0;0,0125;0;0,025;0;0,025;0;0,0125;0;0,0125;0;0,0125;0;236,07;0,0499;0,337;0,0499;2,7456;0,0374;1,6848;0,0624;0,287;0,0374;0,3245;0,0374;0,2371;0,025;0,1248;0,0374;0,2122;0,0374;0,3744;0,0374;0,1123;0,025;0,1622;0,025;0,0749;0,025;0,0874;0,025;0,0374;0,0125;0,0374;0,0125;0,025;0,0125;0,0624;0,0125;0,025;0,0125;0,025;0,0125;0,0374;0,0125;0,0125;0;0,0125;0,0125;0,0125;0;0,025;0;235,88;0,0374;0,2371;0,0874;2,3337;0,025;1,6723;0,0499;0,2496;0,0374;0,2746;0,025;0,1373;0,0125;0,1373;0,0374;0,3494;0,025;0,1622;0,0374;0,2746;0,025;0,3619;0,025;0,1123;0,025;0,0998;0,0125;0,0998;0,0125;0,0499;0,0125;0,025;0;0,0874;0,0125;0,0374;0,0125;0,025;0,0125;0,0374;0;0,0125;0,0125;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;18:30:00.091;1,39;1,33;1,22;234,74;0,0249;0,4732;0,0374;2,6646;0,0996;1,6187;0,0249;0,2241;0,0374;0,3611;0,0125;0,2615;0,0125;0,137;0,0374;0,2988;0,0249;0,523;0,0249;0,0747;0,0125;0,0996;0,0125;0,0498;0,0125;0,0498;0,0125;0,0498;0;0,0374;0;0,0249;0;0,0374;0;0,0125;0;0,0125;0;0,0249;0;0,0249;0;0,0125;0;0,0125;0;0,0125;0;235,59;0,0498;0,2988;0,0623;2,6148;0,0374;1,5315;0,0623;0,2739;0,0374;0,3611;0,0374;0,2864;0,0249;0,137;0,0374;0,3113;0,0374;0,3611;0,0374;0,2117;0,0125;0,1494;0,0125;0,0996;0,0249;0,0872;0,0249;0,0374;0,0125;0,0498;0,0125;0,0249;0,0125;0,0747;0,0125;0,0249;0,0125;0,0249;0,0125;0,0374;0;0,0125;0;0,0249;0;0,0125;0;0,0249;0;235,14;0,0249;0,2739;0,0872;2,2537;0,0249;1,5564;0,0498;0,2366;0,0374;0,3237;0,0249;0,249;0,0125;0,1494;0,0249;0,4109;0,0249;0,1743;0,0374;0,2864;0,0249;0,3486;0,0125;0,0872;0,0249;0,0747;0,0125;0,0996;0,0125;0,0623;0,0125;0,0249;0;0,0872;0,0125;0,0498;0,0125;0,0249;0,0125;0,0374;0;0,0249;0;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;18:40:00.133;1,35;1,27;1,21;234,9;0,0249;0,4361;0,0374;2,5791;0,0997;1,5325;0,0249;0,1994;0,0374;0,4361;0,0249;0,3364;0,0249;0,162;0,0374;0,3987;0,0374;0,4984;0,0249;0,0748;0,0125;0,1371;0,0125;0,0748;0,0125;0,0498;0,0125;0,0498;0,0125;0,0374;0,0125;0,0249;0;0,0374;0;0,0125;0;0,0249;0;0,0249;0;0,0125;0;0,0125;0;0,0125;0;0,0125;0;235,65;0,0498;0,2741;0,0623;2,467;0,0374;1,4079;0,0623;0,2492;0,0374;0,4112;0,0374;0,2866;0,0249;0,162;0,0374;0,3239;0,0374;0,3987;0,0374;0,2616;0,0249;0,1121;0,0125;0,1246;0,0249;0,0872;0,0249;0,0498;0,0125;0,0498;0,0125;0,0249;0,0125;0,0748;0,0125;0,0249;0,0125;0,0249;0,0125;0,0374;0;0,0125;0;0,0249;0;0,0125;0;0,0249;0;235,38;0,0374;0,2492;0,0872;2,1929;0,0249;1,545;0,0498;0,2616;0,0374;0,4112;0,0249;0,2367;0,0125;0,1371;0,0249;0,4361;0,0374;0,1994;0,0374;0,2492;0,0249;0,3738;0,0249;0,0997;0,0249;0,0623;0,0125;0,1121;0,0125;0,0623;0,0125;0,0125;0;0,0748;0,0125;0,0498;0,0125;0,0249;0,0125;0,0249;0;0,0249;0;0,0125;0;0,0125;0;0,0125;0
;;   ;   ;   ;   ;   ;17.10.2019;18:50:00.149;1,47;1,4;1,33;234,81;0,0249;0,4737;0,0249;2,9916;0,0997;1,4833;0,0249;0,1745;0,0374;0,3116;0,0249;0,2618;0,0125;0,1371;0,0374;0,3615;0,0249;0,3989;0,0249;0,0997;0,0125;0,1371;0,0125;0,0623;0,0125;0,0499;0,0125;0,0499;0;0,0374;0,0125;0,0249;0;0,0249;0;0,0125;0;0,0249;0;0,0249;0;0,0249;0;0,0125;0;0,0125;0;0,0125;0;235,71;0,0499;0,2867;0,0623;2,8669;0,0374;1,4335;0,0623;0,2244;0,0374;0,3116;0,0374;0,187;0,0125;0,1496;0,0374;0,2244;0,0374;0,3864;0,0374;0,2119;0,0125;0,1122;0,0125;0,1246;0,0249;0,0748;0,0249;0,0374;0,0125;0,0374;0,0125;0,0249;0,0125;0,0499;0,0125;0,0125;0,0125;0,0125;0,0125;0,0374;0;0,0125;0;0,0125;0;0,0125;0;0,0249;0;235,26;0,0374;0,2742;0,0748;2,6176;0,0249;1,5332;0,0499;0,2742;0,0374;0,2992;0,0249;0,162;0,0125;0,1496;0,0249;0,3366;0,0249;0,162;0,0374;0,3116;0,0249;0,2618;0,0249;0,0623;0,0249;0,0873;0,0125;0,0873;0,0125;0,0374;0,0125;0,0249;0,0125;0,0623;0,0125;0,0374;0,0125;0,0249;0,0125;0,0249;0;0,0249;0,0125;0,0125;0;0,0125;0;0,0125;0
